<p>Cuál de las siguientes no es una fase del proceso de programación según el Capítulo 8?</p>,1,"one, shuffle","<p>El proceso de programación abarca varias fases clave, incluyendo la planificación, la programación y el monitoreo del proyecto. La fase de evaluación post-proyecto no es mencionada como parte del proceso de programación en este capítulo. Referencia: Capítulo 8, Proceso de programación, página 8-8.</p>"
,<p>Adjudicación del contrato</p>,,
,<p>Fase de construcción</p>,,
,<p>Finalización del proyecto y término</p>,,
*,Fase de evaluación post-proyecto,,
<p>Cuál de las siguientes no es una técnica mencionada en el proceso de programación?</p>,1,"one, shuffle","La técnica del diagrama de red no se menciona explícitamente en el capítulo como una técnica de programación, mientras que la programación por calendario, el gráfico de barras y el método de la ruta crítica sí se mencionan. Referencia: Capítulo 8, Proceso de programación, página 8-2."
,Programación por calendario,,
,Gráfico de barras,,
*,<p>Diagrama de red</p>,,
,<p>Método de la ruta crítica</p>,,
<p>Cuál de las siguientes no es un método utilizada en la programación de proyectos según el Capítulo 8?</p>,1,"one, shuffle","El análisis de valor ganado no se menciona como una herramienta de programación en este capítulo, mientras que el calendario, el gráfico de barras y el método de la ruta crítica sí se mencionan. Referencia: Capítulo 8, Proceso de programación, página 8-2."
,<p>Calendario</p>,,
,Gráfico de barras,,
*,<p>Análisis de valor ganado</p>,,
,Método de la ruta crítica,,
<p>Qué herramienta de programación es una ilustración fácil de leer?</p>,1,"one, shuffle","<p>El gráfico de barras es una herramienta de programación que se utiliza para mostrar las actividades a lo largo del tiempo, proporcionando una representación visual del cronograma del proyecto. Referencia: Capítulo 8, Proceso de programación, página 8-4.</p>"
,Calendario,,
*,Gráfico de barras,,
,<p>Método de la ruta crítica</p>,,
,Diagrama de red,,
<p>Cuál es el propósito principal del método de la ruta crítica en la programación de proyectos?</p>,1,"one, shuffle","El propósito principal del método de la ruta crítica es identificar las actividades críticas que determinan la duración total del proyecto, permitiendo a los gestores de proyectos enfocarse en estas actividades para evitar retrasos. Referencia: Capítulo 8, Proceso de programación, página 8-5."
,Optimizar el uso de recursos,,
,Crear un calendario visual,,
,Identificar riesgos potenciales,,
*,Determinar la duración total del proyecto,,
<p>Qué técnica ayuda indicar cuando es posible realizar tareas simultáneas.?</p>,1,"one, shuffle","<p>Si conoce cuáles tareas se pueden realizar al mismo tiempo, usted puede acortar el tiempo de finalización del proyecto. Al crear un programa CPM, usted debe mostrar cuándo es posible realizar tareas simultáneas. Referencia: Capítulo 8, Proceso de programación, página 8-5.</p>"
,Calendario,,
,Gráfico de barras,,
*,Método de la ruta crítica,,
,Diagrama de red,,
<p>Cuál de las siguientes no es un método de programación mencionado en el capítulo?</p>,1,"one, shuffle","La programación por PERT no se menciona como uno de los métodos de programación en el capítulo 8. Los métodos mencionados son programación por calendario, programación por gráfico de barras y el método de la ruta crítica. Referencia: Capítulo 8, Métodos de programación, página 8-2."
,Programación por calendario,,
,Programación por gráfico de barras,,
,Método de la ruta crítica,,
*,Programación por PERT,,
<p>Cuál de las siguientes opciones describe mejor la programación por calendario?</p>,1,"one, shuffle","La programación por calendario se basa en fechas específicas para el inicio y la finalización de las tareas. Es un método útil para proyectos con plazos rígidos. Referencia: Capítulo 8, Métodos de programación, página 8-2."
,Asignar tareas según los recursos disponibles,,
,Organizar tareas en una secuencia lógica,,
,Asignar tareas según la prioridad,,
*,<p>Puede vincular tareas del proyecto a fechas específicas</p>,,
<p>Cuál de los siguientes métodos no se utiliza para la programación de proyectos según el capítulo 8?</p>,1,"one, shuffle","El método de ruta flexible no se menciona como un método de programación en el capítulo 8. Los métodos utilizados son programación por calendario, programación por gráfico de barras y el método de la ruta crítica. Referencia: Capítulo 8, Métodos de programación, página 8-2."
,Programación por calendario,,
,Programación por gráfico de barras,,
,Método de la ruta crítica,,
*,Método de ruta flexible,,
<p>Cuál de las siguientes no es una característica del método de la ruta crítica?</p>,1,"one, shuffle","La identificación de tareas opcionales no es una característica del método de la ruta crítica. Este método se enfoca en identificar las tareas críticas que determinan la duración total del proyecto. Referencia: Capítulo 8, Métodos de programación, página 8-5."
,<p>Determinar la secuencia de tareas</p>,,
,<p>Determinar de la duración total del proyecto</p>,,
,<p>Acortamiento del tiempo de finalización del proyecto</p>,,
*,<p>Identificación de tareas opcionales</p>,,
<p>¿Cuál es el propósito principal de la programación por gráfico de barras?</p>,1,"one, shuffle","<p>El programa por gráfico de barras muestra la duración de la actividad y la secuencia de tareas a completar. Es una ilustración fácil de leer que muestra una representación gráfica del programa en su totalidad. Referencia: Capítulo 8, Métodos de programación, página 8-4.</p>"
,<p>Asignar tareas según los recursos disponibles</p>,,
,<p>Establecer un cronograma rígido</p>,,
,Organizar tareas en una secuencia lógica,,
*,<p>Mostrar la duración de la actividad y la secuencia de tareas a completar</p>,,
<p>¿Cuál de las siguientes opciones no es una ventaja de la programación por calendario?</p>,1,"one, shuffle","La flexibilidad en la reprogramación no se menciona como una ventaja de la programación por calendario. Este método es útil para proyectos con plazos rígidos y fechas específicas. Referencia: Capítulo 8, Métodos de programación, página 8-2."
,<p>Asignar fechas específicas de entrega</p>,,
,<p>Útil para tomar en cuenta las vacaciones de los empleados</p>,,
,<p>Organización de programas de pago </p>,,
*,Flexibilidad en la reprogramación,,
<p>¿Cuál de las siguientes describe mejor el método de la ruta crítica?</p>,1,"one, shuffle","El método de la ruta crítica se utiliza para identificar las tareas que son cruciales para completar el proyecto a tiempo. Estas tareas no pueden retrasarse sin afectar la duración total del proyecto. Referencia: Capítulo 8, Métodos de programación, página 8-5."
,Asignar fechas específicas a tareas,,
,Organizar tareas en una secuencia lógica,,
,Utilizar barras horizontales para mostrar la duración de las tareas,,
*,Identificar tareas cruciales para completar el proyecto a tiempo,,
<p>¿Cuál de las siguientes no es una característica de la programación por gráfico de barras?</p>,1,"one, shuffle","<p>El programa por gráfico de barras muestra la duración de la actividad y la secuencia de tareas a completar. Es una ilustración fácil de leer que muestra una representación gráfica del programa en su totalidad. Referencia: Capítulo 8, Métodos de programación, página 8-4.</p>"
,<p>Mostrar la duración de las actividades</p>,,
,<p>Mostrar la secuencia de tareas a completar</p>,,
,<p>Mostrar una representación gráfica del programa en su totalidad</p>,,
*,Identificación de tareas críticas,,
<p>¿Cuál de las siguientes no es una tarea del administrador de proyectos en la administración de fondos?</p>,1,"one, shuffle","<p>Un administrador de proyecto no solo tiene que administrar el tiempo a través del proceso de programación, sino que también debe considerar muchos otros factores: Limitaciones de presupuesto. Estándares de calidad. Planos y especificaciones del proyecto. Administración de recursos tales como mano de obra, materiales, etc. Referencia: Capítulo 8, Programación y administración de fondos, página 8-6.</p>"
,Gestión del presupuesto,,
,<p>Estandares de calidad</p>,,
*,Inspecciones diarias en el sitio de construcción,,
,<p>Planos y especificaciones del proyecto </p>,,
<p>¿Por qué es importante el control de costos en la programación y administración de fondos?</p>,1,"one, shuffle","<p>La administración de proyectos implica trabajar con limitaciones de presupuesto. Un buen administrador de proyecto controlará los costos y se asegurará de que el proyecto se mantenga dentro del presupuesto. Referencia: Capítulo 8, Programación y administración de fondos, página 8-8.</p>"
,Para cumplir con los plazos del proyecto,,
,Para asegurar la calidad del trabajo,,
,Para mantener una buena relación con los clientes,,
*,Para que los gastos no excedan el presupuesto,,
<p>¿Qué es la administración de proyectos?</p>,1,"one, shuffle","<p>Los administradores de proyectos de construcción planifican y coordinan los proyectos de construcción para cumplir las metas generales del proyecto y servir como el contacto principal con el propietario. Referencia: Capítulo 8, página 8-6.</p>"
,El proceso de financiación del proyecto,,
,La compra de materiales para el proyecto,,
,El control de calidad del proyecto,,
*,<p>Planificacion y coordinacion de los proyectos de construcción para cumplir metas generales </p>,,
<p>¿Cuál de las siguientes no es una fase del ciclo de vida del proyecto?</p>,1,"one, shuffle","El ciclo de vida del proyecto incluye la adjudicación del contrato, la fase previa a la construcción, la fase de construcción y la finalización del proyecto. La fase de diseño no se considera una fase separada dentro del ciclo de vida del proyecto según lo descrito en el libro. Referencia: Capítulo 8, página 8-8."
,Adjudicación del contrato,,
,Fase previa a la construcción,,
*,Fase de diseño,,
,Fase de construcción,,
