<p>Cuál de las siguientes no es una fase del ciclo contable?</p>,1,"one, shuffle","El ciclo contable tiene varias fases que incluyen la clasificación y registro de transacciones, los asientos de ajuste, y la preparación de estados financieros. Sin embargo, la revisión del balance general no es una fase del ciclo contable. Referencia: Capítulo 13, Ciclo contable, página 13-4."
*,Revisión del balance general,,
,Clasificación y registro de transacciones,,
,Asientos de ajuste,,
,Preparación de estados financieros,,
<p>El ciclo contable incluye la fase de:</p>,1,"one, shuffle","Una de las fases del ciclo contable es la preparación de los estados financieros, que es esencial para proporcionar una visión clara del desempeño financiero de la empresa. Referencia: Capítulo 13, Ciclo contable, página 13-4."
,Revisión del balance general,,
*,Preparación de los estados financieros,,
,Cálculo de impuestos,,
,Auditoría interna,,
<p>Cuál de las siguientes no es una transacción clasificada en el ciclo contable?</p>,1,"one, shuffle","Las transacciones clasificadas en el ciclo contable incluyen ventas, compras, y gastos. Sin embargo, los eventos futuros no se registran como transacciones contables. Referencia: Capítulo 13, Ciclo contable, página 13-4."
,Compras,,
,Ventas,,
*,Eventos futuros,,
,Gastos,,
<p>Qué se registra en el diario general durante el ciclo contable?</p>,1,"one, shuffle","En el diario general se registran todas las transacciones financieras de la empresa, proporcionando un registro cronológico completo de todas las transacciones. Referencia: Capítulo 13, Ciclo contable, página 13-4."
*,Transacciones financieras,,
,Presupuestos,,
,Proyecciones financieras,,
,Inventario,,
<p>Cuál de los siguientes no es un objetivo de los asientos de ajuste?</p>,1,"one, shuffle","Los asientos de ajuste no tienen como objetivo mejorar el flujo de caja; su propósito es ajustar las cuentas para reflejar con precisión los ingresos y gastos en el período correspondiente. Referencia: Capítulo 13, Ciclo contable, página 13-4."
,Reflejar ingresos del período,,
,Reflejar gastos del período,,
*,Mejorar el flujo de caja,,
,Corregir saldos de cuentas,,
<p>Qué se incluye en la fase de asientos de ajuste del ciclo contable?</p>,1,"one, shuffle","La fase de asientos de ajuste incluye ajustes para gastos e ingresos acumulados, así como la depreciación, asegurando que los estados financieros reflejen con precisión la situación financiera. Referencia: Capítulo 13, Ciclo contable, página 13-4."
,Emisión de facturas,,
*,Ajustes para ingresos acumulados,,
,Recepción de pagos,,
,Pago de proveedores,,
<p>Cuál de los siguientes no es un componente de la preparación de estados financieros?</p>,1,"one, shuffle","La revisión de políticas de la empresa no es un componente de la preparación de estados financieros. Esta preparación incluye la elaboración de balances, estados de resultados y estados de flujo de efectivo. Referencia: Capítulo 13, Ciclo contable, página 13-4."
*,<p>Revisión de políticas de la empresa</p>,,
,Elaboración de balances,,
