<p>Que sucede si el contratista esta obligado a proporcionar la notificación informativa dirigida al propiertario acerca de embargos de construcción y no lo hace?</p>,1,"one, shuffle","<p>Si un contratista está obligado a proporcionar la Notificación informativa dirigida al propietario acerca deembargos de construcción y no lo hace, el contratista pierde su derecho a embargar. Además, la CCB puede multar al contratista o suspender su licencia. Capítulo 6, Regulaciones de la ley de embargos, página 6-3.</p>"
*,<p>El contratista pierde su derecho a embargar.</p>,,
,<p>El contratista puede solicitar prorroga para proporcionarla.</p>,,
,"<p>Nada, el contratista puede demandar.</p>",,
,"<p>Nada, puede entregarse en cualquier momento, incluso después de haber terminado la construcción.</p>",,
<p>Cúando es obligatoria la notificacion informativa dirigida al propietario acerca de embargos de la construcción?</p>,1,"one, shuffle","<p>Un contratista original participa en un contrato con un dueño de una propiedad residencial y el trabajo excede los $2,000. (Esta es también la cantidad que hace obligatorio el contar con un contrato escrito). El contratista debe entregar la notificación en la fecha o antes de la fecha de la firma del contrato.: Capítulo 6, Regulaciones de la ley de embargos, página 6-3.</p>"
*,"<p>El contrato inicial es por $2,000 o menos, pero excede los $2,000 durante la construcción.</p>",,
,<p>Un contratista construye una propiedad residencial nueva y la vende a un comprador dentro de los 90 días posteriores a la finalización de la construcción.</p>,,
,"<p>El contrato inicial es por $10,000 o menos, pero excede los $10,000 durante la construcción.</p>",,
,"<p>Un contratista original participa en un contrato con un dueño de una propiedad residencial y el trabajo excede los $10,000.</p>",,
<p>Qué es un registro de un reclamo de embargo?</p>,1,"one, shuffle","<p>Un Reclamo de embargo es un documento legal presentado en el condado en el que se ubique la obra. Luego de presentarlo, el oficial del condado ""registra"" el documento en los registros del condado. Referencia: Capítulo 6, Regulaciones de la ley de embargos, página 6-4.</p>"
*,<p>Es un documento legal presentado en el condado en el que se ubique la obra.</p>,,
,<p>Una lista de materiales o equipos con el monto de los costos en los que se ha incurrido hasta la fecha.</p>,,
,<p>Una descripción de la mano de obra o servicios suministrados.</p>,,
,"<p>Una declaración de la base contractual para la mano de obra, los materiales o los equipos, que incluya un porcentaje de finalización del contrato y los gastos en los que se ha incurrido.</p>",,
<p>Cuál de los siguientes NO ES un requisito de tiempo para presentar un reclamo de embargo?</p>,1,"one, shuffle","<p>El Reclamo de embargo debe registrarse dentro de 75 días calendarios después de la última realización substancial de mano de obra, entrega de materiales o alquiler de equipos o dentro de 75 días calendarios después de la finalización de la construcción, lo que ocurra primero. Referencia: Capítulo 6, Regulaciones de la ley de embargos, página 6-5.</p>"
,"<p>Debe registrarse dentro de 75 días calendarios después de la última realización substancial de mano de obra, entrega de materiales o alquiler de equipos o dentro de 75 días calendarios después de la finalización de la construcción, lo que ocurra primero.</p>",,
,<p>Si el período de 75 días concluye en un día en el que el registro del condado esté cerrado (un fin de semana o un día festivo) el Reclamo de embargo debe registrarse antes del fin de semana o el día festivo y antes de la expiración del período establecido.</p>,,
,"<p>El Reclamo de embargo quedará invalidado si pasan más de 75 días antes de que se registre. Los contratistas y demás personas deben hacer un seguimiento cuidadoso de su trabajo, de manera de que sepan cuándo expira el período de 75 días.</p>",,
*,"<p>Debe registrarse dentro de 45 días calendarios después de la última realización substancial de mano de obra, entrega de materiales o alquiler de equipos o dentro de 45 días calendarios después de la finalización de la construcción, lo que ocurra primero.</p>",,
<p>Cual de las siguientes NO ES parte o función de una notificación de derecho a un embargo?</p>,1,"one, shuffle","<p>Esta notificación le da al propietario el nombre de la persona que le solicitó al subcontratista o proveedor que contribuyeran servicios o materiales, identifica al subcontratista o proveedor y describe del trabajo que se realizará. Referencia: Capítulo 6, Regulaciones de la ley de embargos, página 6-3.</p>"
