HTML,,,
POOL,10,,
<p>Cuál de las siguientes es una responsabilidad del empleador bajo las leyes de seguridad y salud ocupacional?</p>,1,"one, shuffle","<p>Los empleadores están obligados a proporcionar un ambiente de trabajo seguro. Referencia: Capítulo 10, Leyes de seguridad y salud ocupacional, página 10-1.</p>"
*,<p>Comprender los estándares de seguridad que apliquen y corregir rápidamente cualquier violación</p>,,
,<p>Proporcionar material de trabajo</p>,,
,<p>Realizar inspecciones iregulares</p>,,
,<p>Capacitar a los empleados sobre negocios</p>,,
<p>Cuál de las siguientes no es una acción correcta para prevenir accidentes en el lugar de trabajo?</p>,1,"one, shuffle","Para prevenir accidentes, es necesario identificar riesgos, capacitar a los empleados y proporcionar equipo de protección. La eliminación completa de todos los riesgos es imposible, por lo que no es una acción correcta esperada. Referencia: Capítulo 10, Leyes de seguridad y salud ocupacional, página 10-8."
,<p>Proporcionar supervisión médica</p>,,
,Capacitar a los empleados,,
*,Eliminar completamente todos los riesgos,,
,<p>Disponer áreas de descontaminación</p>,,
<p>Qué deben hacer los empleadores en relación con las sustancias peligrosas?</p>,1,"one, shuffle","<p>Desarrolle su programa junto con sus empleados. Converse acerca de los beneficios de contar con un lugar de trabajo libre de sustancias y su preocupación por que ellos tengan un entorno laboral seguro y saludable. Referencia: Capítulo 10, Leyes de seguridad y salud ocupacional, página 10-2.</p>"
,<p>Identificar las sustancias peligrosas</p>,,
*,<p>Desarrollar un programa de lugar de trabajo libre de sustancias y asegurarse de que todos los empleados sepan que está prohibido</p>,,
,Mantener registros de exposición,,
,Implementar medidas de control,,
<p>Cuál de las siguientes no es una medida que los empleadores deben tomar respecto al equipo de seguridad?</p>,1,"one, shuffle","<p>Los empleadores no están obligados a reemplazar el equipo cada año si aún está en buenas condiciones y cumple con las normas de seguridad. Referencia: Capítulo 10, Leyes de seguridad y salud ocupacional, página 10-3.</p>"
,<p>Consultar los estándares de seguridad de Oregón</p>,,
,<p>Evaluar cada obra para identificar los posibles peligros</p>,,
*,Reemplazar el equipo cada año,,
,<p>Determinar cuáles equipos adicionales necesitan sus empleados</p>,,
<p>Cuál de las siguientes no es una obligación del empleador en relación con los riesgos laborales?</p>,1,"one, shuffle","Los empleadores deben identificar y evaluar los riesgos, implementar medidas de control y capacitar a los empleados. No están obligados a eliminar todos los riesgos laborales, sino a gestionarlos adecuadamente. Referencia: Capítulo 10, Leyes de seguridad y salud ocupacional, página 10-10."
,<p>Capacitación en seguridad</p>,,
,<p>Mantenimiento de registros</p>,,
,<p>Estándares de seguridad química</p>,,
*,Eliminar todos los riesgos laborales,,
<p>Qué deben hacer los empleadores para gestionar el equipo de protección personal adecuadamente?</p>,1,"one, shuffle","<p>Los empleadores deben proporcionar equipo de protección personal, capacitar a los empleados en su uso correcto y asegurarse de que el equipo se mantenga en buenas condiciones. Estas acciones son esenciales para la seguridad laboral. Referencia: Capítulo 10, Leyes de seguridad y salud ocupacional, página 10-3.</p>"
,Proporcionar equipo de protección personal,,
*,Capacitar a los empleados en su uso correcto,,
,Asegurarse de que el equipo se mantenga en buenas condiciones,,
,Realizar inspecciones regulares del equipo,,
<p>Qué deben hacer los empleadores en relación con los registros de seguridad para cumplir con las leyes de seguridad y salud ocupacional?</p>,1,"one, shuffle","<p>Para que quede constancia: Los empleadores con másde _x000B_l0 empleados (en cualquier momento durante el año calendario anterior) deben mantener registros de las lesiones y enfermedades relacionadas con el empleo. Solo los empleadores en ciertos sectores con peligros reducidos están exentos. Los contratistas no son empleadores exentos. Referencia: Capítulo 10, Leyes de seguridad y salud ocupacional, página 10-3.</p>"
,Mantener registros detallados de incidentes,,
,Actualizar registros regularmente,,
*,<p>Deben mantener registros de las lesiones y enfermedades relacionadas con el empleo </p>,,
,Realizar auditorías de seguridad periódicas,,
<p>Qué atención debe incluir la un plan medico de emergencia según el capítulo 10?</p>,1,"one, shuffle",<p>Los empleadores deben desarrollar un plan médico de emergencia para proporcionar atención de emergencia a los empleados que sufran una lesión o una enfermedad seria en el trabajo. Referencia: página 10-4.</p>
,Gestión de proyectos,,
,Procedimientos de evacuación,,
,Designaciones de responsabilidad,,
*,<p>Organización del transporte hacia el centro médico más cercano.</p>,,
<p>Cuál de las siguientes no es una práctica recomendada para la prevención de caídas?</p>,1,"one, shuffle","El uso de arneses de seguridad, barandillas, redes de seguridad y la capacitación en el uso correcto del equipo de protección personal son prácticas recomendadas para la prevención de caídas. La instalación de ascensores no es una medida preventiva para caídas. Referencia: página 10-7."
*,Instalación de ascensores,,
,<p>Sistemas personales de frenado de caídas</p>,,
,<p>Barandales</p>,,
,<p>Cubiertas</p>,,
<p>Cuál es el propósito principal de la capacitación en seguridad?</p>,1,"one, shuffle","El propósito principal de la capacitación en seguridad es garantizar que todos los empleados comprendan y sigan las prácticas de trabajo seguras, lo que reduce el riesgo de accidentes y lesiones en el lugar de trabajo. Referencia: página 10-2."
