<p>¿Cuál de las siguientes no es una sustancia peligrosa mencionada en el capítulo 11?</p>,1,"one, shuffle","La respuesta correcta es el mercurio, ya que el capítulo menciona específicamente el asbesto, el plomo y la sílice como sustancias peligrosas. Referencia: Capítulo 11, página 11-2."
,Asbesto,,
,Plomo,,
*,<p>Mercurio</p>,,
<p>¿Cuál de las siguientes agencias regula la calidad del aire en Oregón?</p>,1,"one, shuffle","El Departamento de Calidad Ambiental de Oregón (DEQ) regula la calidad del aire, supervisando las emisiones y asegurando el cumplimiento de las normativas ambientales. Referencia: Capítulo 11, página 11-1."
,Agencia de Protección Ambiental de EE.UU. (EPA),,
*,<p>Departamento de Calidad Ambiental de Oregón (DEQ)</p>,,
,Departamento de Energía de Oregón,,
,Consejo de Recursos Ambientales de Oregón,,
<p>¿Cuál de las siguientes no es una técnica recomendada para el control de sedimentación y erosión?</p>,1,"one, shuffle","El uso de pesticidas no es una técnica recomendada para el control de sedimentación y erosión; las prácticas recomendadas incluyen barreras físicas y vegetación. Referencia: Capítulo 11, página 11-5."
,<p>Instalación de una malla u otras barreras</p>,,
*,Uso de pesticidas,,
,<p>Colocación de mantillo y vegetación tan pronto</p>,,
,<p>Un sistema de rociado de agua</p>,,
<p>¿Cuál es el principal objetivo del control de sedimentación y erosión en la construcción?</p>,1,"one, shuffle","El objetivo principal es prevenir la contaminación del agua y la degradación del suelo, asegurando que los sedimentos no lleguen a los cuerpos de agua. Referencia: Capítulo 11, página 11-5."
,Mejorar la estética del lugar,,
,Reducir costos de construcción,,
*,<p>Minimizar la erosión y la sedimentación en los sitios de construcción.</p>,,
,Aumentar la velocidad de construcción,,
<p>¿Qué es lo primero que debe hacer un contratista al encontrar materiales con asbesto en un sitio de construcción?</p>,1,"one, shuffle","<p>Antes de eliminar asbesto friable, un contratista (o el propietario del edificio) debe presentar un formulario de notificación de eliminación y pagar una tarifa al DEO. Referencia: Capítulo 11, página 11-2.</p>"
,Continuar el trabajo con precaución,,
,Eliminar el asbesto por su cuenta,,
*,<p>Presentar un formulario de notificación de eliminación y pagar una tarifa al DEO</p>,,
,Informar al cliente y seguir trabajando,,
<p>¿Cuál de las siguientes no es una consideración al manejar la calidad del aire en proyectos de construcción?</p>,1,"one, shuffle","<p>El control de plagas no es una consideración para la calidad del aire; las principales preocupaciones son el polvo y las emisiones. Referencia: Capítulo 11, página 11-2.</p>"
,Control de polvo,,
,Emisiones de vehículos,,
*,Control de plagas,,
<p>¿Qué acción debe tomar un contratista para manejar adecuadamente los residuos sólidos en un proyecto de construcción?</p>,1,"one, shuffle","Los residuos sólidos deben ser clasificados y eliminados según las regulaciones locales para evitar la contaminación y el daño ambiental. Referencia: Capítulo 11, página 11-6."
,Quemar los residuos en el sitio,,
,Enterrar los residuos,,
*,Clasificar y eliminar según regulaciones locales,,
,Dejar los residuos en el lugar,,
<p>¿Qué organismo proporciona las directrices para la gestión de residuos peligrosos en Oregón?</p>,1,"one, shuffle","El Departamento de Calidad Ambiental de Oregón (DEQ) proporciona las directrices necesarias para la gestión adecuada de residuos peligrosos. Referencia: Capítulo 11, página 11-6."
,Consejo de Recursos Ambientales de Oregón,,
,Agencia de Protección Ambiental de EE.UU. (EPA),,
*,Departamento de Calidad Ambiental de Oregón (DEQ),,
,Departamento de Energía de Oregón,,
<p>¿Cuál es el propósito principal del control de sedimentación y erosión?</p>,1,"one, shuffle","El propósito principal del control de sedimentación y erosión es prevenir la contaminación de los cuerpos de agua y proteger el suelo durante y después de la construcción. Referencia: Capítulo 11, página 11-5."
,Mejorar la calidad del aire,,
,Reducir los costos de construcción,,
,Aumentar la velocidad de construcción,,
*,Prevenir la contaminación de los cuerpos de agua,,
