<p>Qué función realiza la División de Códigos de Construcción en relación con los permisos?</p>,1,"one, shuffle",<p>La División de Códigos de Construcción es responsable de la emisión de permisos necesarios para las construcciones en Oregón. Esta función es fundamental para garantizar que todas las construcciones cumplan con los códigos y regulaciones establecidos. Referencia: página 9-3 del Capítulo 9.</p>
,Revisión de planos,,
*,<p>Emisión de permisos</p>,,
,Supervisión de la construcción,,
,Aprobación de proyectos,,
<p>Qué debe hacerse antes de comenzar la mayoría de las construcciones nuevas y alteraciones o adiciones a edificios existentes?</p>,1,"one, shuffle","Antes de comenzar cualquier trabajo de construcción en Oregón, es necesario obtener los permisos adecuados. Esta medida asegura que el trabajo cumpla con los códigos y regulaciones de construcción. Esta información se encuentra en la página 9-3 del Capítulo 9."
*,Obtener permisos,,
,Contratar un inspector,,
,Completar una evaluación ambiental,,
,Presentar un informe de seguridad,,
<p><strong></strong>Cuál es la función principal de las juntas asesoras mencionadas en el Capítulo 9?</p>,1,"one, shuffle",Las juntas asesoras tienen la función principal de revisar y proporcionar recomendaciones sobre los códigos de construcción para asegurar que cumplan con los estándares actuales y las necesidades del sector. Referencia: página 9-1 del Capítulo 9.
*,<p>Adoptar y modificar los códigos por especialidad</p>,,
,Emitir licencias de construcción,,
,Realizar inspecciones de seguridad,,
,Administrar programas de formación,,
<p>Cuál de las siguientes no es un servicio de la División de Códigos de Construcción en Oregón?</p>,1,"one, shuffle","La División de Códigos de Construcción es responsable de la adopción y revisión de códigos, así como de la emisión de permisos y licencias. Sin embargo, no es responsable de la educación pública general. Referencia: página 9-1 del Capítulo 9."
,<p>Interpretar códigos para jurisdicciones estatales y locales</p>,,
,<p>Certificar a inspectores de construcción</p>,,
,<p>Ofrecer cursos de capacitación</p>,,
*,Educación pública general,,
<p>Qué función tiene una junta asesora en el proceso de adopción de códigos en Oregón?</p>,1,"one, shuffle","Una de las funciones clave de una junta asesora es proporcionar recomendaciones sobre la adopción de códigos de construcción. Estas juntas evalúan las necesidades y los cambios propuestos para garantizar que los códigos sean efectivos y estén actualizados. Referencia: Capítulo 9, Juntas asesoras, página 9-1."
,Emitir permisos de construcción,,
*,<p>Asistir en la elaboración o modificación de cada código por especialidad</p>,,
,Realizar inspecciones de edificios,,
,Administrar sanciones por violaciones de código,,
<p>Qué leyes rigen los contratos de construcción en Oregón?</p>,1,"one, shuffle","Las leyes que rigen los contratos de construcción en Oregón se encuentran principalmente en el Capítulo 701 de los Estatutos Revisados de Oregón (ORS). Es importante que los contratistas conozcan estas leyes para evitar violaciones y sanciones. Referencia: Capítulo 9, Leyes y Normas, página 9-2."
*,Estatutos Revisados de Oregón (ORS),,
,Leyes del Departamento de Transporte de Oregón (ODOT),,
,Leyes de Tránsito de Oregón (OTL),,
,Leyes Administrativas de Oregón (OAR),,
<p>Cuál es la ubicación principal de las leyes que rigen los contratos de construcción?</p>,1,"one, shuffle","<p>Las leyes que rigen los contratos de construcción se encuentran principalmente en los capítulos 446,447,455,460, 479, 480 y 693 de los ORS. Estas leyes son esenciales para los contratistas y se actualizan regularmente. Referencia: Capítulo 9, Leyes y Normas, página 9-2.</p>"
*,<p>Capítulo 480 de los ORS</p>,,
,Capítulo 812 de las OAR,,
,Capítulo 300 de los ORS,,
,Capítulo 1200 de las OAR,,
<p>Cuál de las siguientes no es una especialidad cubierta por los códigos de construcción de Oregón?</p>,1,"one, shuffle","Los códigos de construcción de Oregón cubren varias especialidades, incluyendo el código de construcción, el código eléctrico, el código de plomería y el código de mecánica. Sin embargo, no se menciona un código específico para trabajos de carpintería. Referencia: Capítulo 9, Códigos por especialidad, página 9-2."
,<p>Código por Especialidad Mecánica de Oregón</p>,,
,<p>Código por Especialidad de Plomería</p>,,
,<p>Código por Especialidad de Instalación de Viviendas Prefabricadas de Oregón</p>,,
