<p>Cuál de los siguientes no es un componente de la envoltura del edificio?</p>,1,"one, shuffle","La envoltura del edificio incluye componentes que protegen la estructura contra la intrusión de agua y otros elementos externos. Entre estos componentes se encuentran las paredes exteriores, los techos, y las ventanas. Referencia: Capítulo 12, Estructura exterior del edificio, página 12-1."
,Techos,,
,Ventanas,,
,Cimientos,,
*,Sistemas eléctricos,,
<p>Qué componente de la envoltura del edificio se encarga principalmente de prevenir la intrusión de agua en los bordes y uniones?</p>,1,"one, shuffle","Los tapajuntas son cruciales para la prevención de la intrusión de agua en las uniones y bordes de diferentes elementos de la estructura, como techos y ventanas. Referencia: Capítulo 12, Tapajuntas (flashing), página 12-3."
*,Tapajuntas,,
,Revestimiento,,
,Paneles de yeso,,
,Aislamiento,,
<p>Cuál de los siguientes no es un método para prevenir la intrusión de agua en las paredes exteriores?</p>,1,"one, shuffle","Las paredes exteriores deben estar adecuadamente diseñadas y construidas para prevenir la intrusión de agua, utilizando revestimientos y barreras de humedad, pero no sistemas de calefacción. Referencia: Capítulo 12, Paredes exteriores, página 12-2."
,Revestimientos,,
,Barreras de humedad,,
*,Sistemas de calefacción,,
,Selladores,,
<p>Qué se utiliza para evitar que el agua penetre alrededor de las ventanas y puertas?</p>,1,"one, shuffle","Para evitar que el agua penetre alrededor de las ventanas y puertas se utilizan ensambles adecuados, que incluyen selladores y barreras contra la humedad. Referencia: Capítulo 12, Ensambles de ventanas y puertas, página 12-3."
*,Ensambles de ventanas y puertas,,
,Cubiertas de piso,,
,Paredes interiores,,
,Sistemas de ventilación,,
<p>Cuál de los siguientes elementos no está directamente involucrado en la protección contra la intrusión de agua en la estructura exterior?</p>,1,"one, shuffle","Los elementos involucrados en la protección contra la intrusión de agua incluyen paredes exteriores, techos, y tapajuntas. Los sistemas eléctricos no forman parte de esta protección. Referencia: Capítulo 12, Estructura exterior del edificio, página 12-1."
*,Sistemas eléctricos,,
,Paredes exteriores,,
,Techos,,
,Tapajuntas,,
<p>Qué material se utiliza comúnmente en los ensambles de techos para prevenir filtraciones de agua?</p>,1,"one, shuffle","Los tapajuntas se utilizan comúnmente en los ensambles de techos para prevenir filtraciones de agua, protegiendo las uniones y bordes. Referencia: Capítulo 12, Ensambles de techos, página 12-3."
*,Tapajuntas,,
,Pintura impermeable,,
,Paneles de madera,,
,Yeso,,
<p>Cuál de los siguientes no es un componente utilizado en las paredes exteriores para evitar la intrusión de agua?</p>,1,"one, shuffle","<p>Las paredes exteriores utilizan revestimientos, selladores, y barreras de humedad para prevenir la intrusión de agua, pero no algun tipo de pintura. Referencia: Capítulo 12, Paredes exteriores, página 12-2.</p>"
*,<p>Pintura impermeable</p>,,
,Revestimientos,,
,Selladores,,
,Barreras de humedad,,
<p>Qué parte de la estructura exterior del edificio es clave para manejar adecuadamente la intrusión de agua en las plataformas y balcones?</p>,1,"one, shuffle","Los ensambles de plataformas y balcones deben estar diseñados para manejar adecuadamente la intrusión de agua y prevenir daños estructurales. Referencia: Capítulo 12, Ensambles de plataformas y balcones, página 12-3."
*,Ensambles de plataformas y balcones,,
,Cimientos,,
,Paredes interiores,,
,Sistemas de calefacción,,
<p>Cuál de los siguientes no es un problema que las paredes exteriores deben manejar?</p>,1,"one, shuffle","<p>Las paredes exteriores deben manejar la intrusión de agua, la carga de viento y la temperatura, pero no están diseñadas para manejar la distribución de las ventanas. Referencia: Capítulo 12, Paredes exteriores, página 12-2.</p>"
,Intrusión de agua,,
,Carga de viento,,
*,<p>Distribución de ventanas</p>,,
,Control de temperatura,,
<p>Qué componente se debe inspeccionar regularmente para asegurar la integridad de la envoltura del edificio?</p>,1,"one, shuffle","Los tapajuntas deben ser inspeccionados regularmente para asegurar que no haya filtraciones de agua que puedan comprometer la integridad de la estructura. Referencia: Capítulo 12, Tapajuntas (flashing), página 12-3."
*,Tapajuntas,,
,Revestimiento,,
,Aislamiento,,
,Paredes interiores,,
<p>Cuál de los siguientes no es un componente de la envoltura del edificio?</p>,1,"one, shuffle","<p>La envoltura del edificio incluye componentes que protegen la estructura contra la intrusión de agua y otros elementos externos. Entre estos componentes se encuentran las paredes exteriores, los techos, y las ventanas. Referencia: Capítulo 12, Estructura exterior del edificio, página 12-1.</p>"
,Techos,,
,Ventanas,,
,Cimientos,,
*,<p>Antenas</p>,,
<p>Cuál de los siguientes no es un método para prevenir la intrusión de agua en las paredes exteriores?</p>,1,"one, shuffle","<p>Las paredes exteriores deben estar adecuadamente diseñadas y construidas para prevenir la intrusión de agua, utilizando revestimientos y barreras de humedad, pero no limpieza superficial. Referencia: Capítulo 12, Paredes exteriores, página 12-2.</p>"
,Revestimientos,,
,Barreras de humedad,,
*,<p>Limpieza regular</p>,,
,Selladores,,
<p>Cuál de los siguientes elementos no está directamente involucrado en la protección contra la intrusión de agua en la estructura exterior?</p>,1,"one, shuffle","<p>Los elementos involucrados en la protección contra la intrusión de agua incluyen paredes exteriores, techos, y tapajuntas. Los sistemas de calefacción no forman parte de esta protección. Referencia: Capítulo 12, Estructura exterior del edificio, página 12-1.</p>"
*,<p>Calefacción</p>,,
,Paredes exteriores,,
,Techos,,
,Tapajuntas,,
<p>Qué material se utiliza comúnmente por debajo y en los extremos de alféizares y umbrales de madera o metal?</p>,1,"one, shuffle","Los tapajuntas se utilizan comúnmente en los ensambles de techos para prevenir filtraciones de agua, protegiendo las uniones y bordes. Referencia: Capítulo 12, Ensambles de techos, página 12-3."
*,Tapajuntas,,
,Pintura impermeable,,
,Paneles de madera,,
,Yeso,,
<p>Cuál de los siguientes no es un componente utilizado en las paredes exteriores para evitar la intrusión de agua?</p>,1,"one, shuffle","<p>Las paredes exteriores utilizan revestimientos, selladores, y barreras de humedad para prevenir la intrusión de agua, pero no sistemas de ventilación. Referencia: Capítulo 12, Paredes exteriores, página 12-2.</p>"
*,<p>Sistema de ventilación</p>,,
,Revestimientos,,
,Selladores,,
,Barreras de humedad,,
<p>* Qué parte de la estructura exterior del edificio es clave para manejar adecuadamente la intrusión de agua en las plataformas y balcones?</p>,1,"one, shuffle","Los ensambles de plataformas y balcones deben estar diseñados para manejar adecuadamente la intrusión de agua y prevenir daños estructurales. Referencia: Capítulo 12, Ensambles de plataformas y balcones, página 12-3."
*,Ensambles de plataformas y balcones,,
,Cimientos,,
,Paredes interiores,,
,Sistemas de calefacción,,
<p>Cuál de los siguientes no es un problema que las paredes exteriores deben manejar?</p>,1,"one, shuffle","Las paredes exteriores deben manejar la intrusión de agua, la carga de viento y la temperatura, pero no están diseñadas para manejar la distribución de la energía eléctrica. Referencia: Capítulo 12, Paredes exteriores, página 12-2."
,Intrusión de agua,,
,Carga de viento,,
*,<p>Distribución de energía eléctrica</p>,,
,Control de temperatura,,
<p>Qué componente se debe inspeccionar regularmente para asegurar la integridad de la envoltura del edificio?</p>,1,"one, shuffle","Los tapajuntas deben ser inspeccionados regularmente para asegurar que no haya filtraciones de agua que puedan comprometer la integridad de la estructura. Referencia: Capítulo 12, Tapajuntas (flashing), página 12-3."
*,Tapajuntas,,
,Revestimiento,,
,Aislamiento,,
,Paredes interiores,,
<p>Qué parte de la envoltura del edificio es esencial para prevenir la acumulación de humedad en las paredes exteriores?</p>,1,"one, shuffle","Las barreras de humedad son esenciales para prevenir la acumulación de humedad en las paredes exteriores, protegiendo así la estructura contra daños. Referencia: Capítulo 12, Paredes exteriores, página 12-2."
,Barreras de vapor,,
*,Barreras de humedad,,
,Aislamiento,,
,Revestimientos,,
<p>Cuál de los siguientes no es un propósito de los tapajuntas en la envoltura del edificio?</p>,1,"one, shuffle","Los tapajuntas están diseñados para prevenir la intrusión de agua en las uniones y bordes, pero no para proporcionar aislamiento térmico. Referencia: Capítulo 12, Tapajuntas (flashing), página 12-3."
,Prevenir la intrusión de agua,,
,Proteger las uniones,,
,Desviar el agua de las superficies,,
*,Proporcionar aislamiento térmico,,
<p>Qué elemento de la envoltura del edificio ayuda a prevenir daños estructurales debido a la intrusión de agua en los cimientos?</p>,1,"one, shuffle","Los cimientos deben estar protegidos con barreras contra la humedad y otros tratamientos para evitar la intrusión de agua y prevenir daños estructurales. Referencia: Capítulo 12, Cimientos y paredes de cimientos, página 12-4."
*,Barreras contra la humedad,,
,Aislamiento,,
,Pintura impermeable,,
,Revestimientos,,
<p>Cuál de los siguientes no es un componente clave para asegurar la integridad de los ensambles de techos?</p>,1,"one, shuffle","Los componentes clave para los ensambles de techos incluyen tapajuntas, barreras de humedad, y selladores, pero no paneles de yeso. Referencia: Capítulo 12, Ensambles de techos, página 12-3."
,Tapajuntas,,
,Barreras de humedad,,
,Selladores,,
*,Paneles de yeso,,
<p>Qué material se utiliza en las paredes exteriores para asegurar que la estructura sea resistente a la intrusión de agua y a los daños causados por la misma?</p>,1,"one, shuffle","El revestimiento es un material utilizado en las paredes exteriores para asegurar que la estructura sea resistente a la intrusión de agua y a los daños causados por la misma. Referencia: Capítulo 12, Paredes exteriores, página 12-2."
*,Revestimiento,,
,Aislamiento,,
,Pintura,,
,Tapajuntas,,
<p>Cuál de los siguientes no es un tipo de barrera utilizado en la envoltura del edificio para proteger contra la intrusión de agua?</p>,1,"one, shuffle","Las barreras de vapor y las barreras de humedad se utilizan para proteger contra la intrusión de agua, pero las barreras de sonido no tienen esta función. Referencia: Capítulo 12, Paredes exteriores, página 12-2."
,Barreras de vapor,,
,Barreras de humedad,,
*,Barreras de sonido,,
,Selladores,,
