<p>Cuál de las siguientes NO ES un elemento obligatorio en un contrato para un proyecto de construcción residencial?</p>,1,"one, shuffle","<p>Cualquier razon personal no es un elemento obligatorio en un contrato de construcción residencial. Los elementos obligatorios incluyen el nombre del contratista, número de licencia, dirección y número de teléfono, así como una descripción clara del trabajo y los términos de pago. Referencia: Capítulo 5, Elementos obligatorios de los contratos, páginas 5-1, 5-2.</p>"
,<p>Procedimientos para órdenes de cambio</p>,,
,<p>Tiempo del contrato o fecha de inicio y finalización</p>,,
,<p>Fecha de expiración de la oferta</p>,,
*,<p>Razones personales por las que se hace la construccion o renovacion</p>,,
<p>Cuál de los siguientes elementos es requerido en un contrato escrito según la ley de Oregón?</p>,1,"one, shuffle","<p>La ley de Oregón requiere incluir el nombre y ubicación del proyecto en un contrato escrito. Referencia: Capítulo 5, Elementos obligatorios de los contratos, páginas 5-1 y 5-2.</p>"
*,<p>Nombre y ubicación del proyecto</p>,,
,<p>Preferencias de colores del contratista</p>,,
,<p>Estado civil del cliente</p>,,
,<p>Fecha de certificacion del contratista</p>,,
<p>Cuál de las siguientes opciones NO ES un elemento que deba estar claramente detallado en un contrato de construcción?</p>,1,"one, shuffle","El tamaño de la familia del cliente no es un elemento que deba detallarse en un contrato de construcción. Los elementos que deben estar claramente detallados incluyen la descripción del trabajo, el precio y los términos de pago. Referencia: Capítulo 5, Elementos obligatorios de los contratos, página 5-1."
,<p>Descripción del trabajo a realizar</p>,,
,<p>Precio y términos de pago</p>,,
*,Tamaño de la familia del cliente,,
,<p>Lista de documentos del contrato</p>,,
<p><strong></strong>Cuál de las siguientes NO ES una característica de una oferta en un contrato?</p>,1,"one, shuffle","<p>Para que una oferta sea válida en un contrato, debe ser comunicada claramente, tener intención de crear una relación legal y ser específica en sus términos. Sin embargo, no es necesario que sea irrevocable. Referencia: Capítulo 5, La oferta esta sobre la mesa, página 5-1.</p>"
,<p>Debe tener un plazo de tiempo específico para que sea aceptada</p>,,
*,Debe ser irrevocable,,
,<p>Debe tener la intención de crear una relación legal</p>,,
,<p>Debe ser específica en las obligaciones del contrato</p>,,
<p>Cuál de las siguientes NO ES una característica necesaria para la aceptación de una oferta?</p>,1,"one, shuffle","<p>La aceptación debe ser incondicional, debe coincidir con los términos de la oferta y debe ser comunicada al oferente. No es necesario que sea verbal; pero si debe ser escrita. Referencia: Capítulo 5, página 5-3.</p>"
,La aceptación debe ser incondicional,,
,Debe coincidir con los términos de la oferta,,
,Debe ser comunicada al oferente,,
*,<p>Debe ser una aceptacion verbal</p>,,
<p>Cuál de las siguientes afirmaciones sobre la oferta es correcta?</p>,1,"one, shuffle","Una oferta debe ser comunicada claramente, tener la intención de crear una relación legal, y ser específica en sus términos para ser considerada válida. Referencia: Capítulo 5, página 5-2."
,<p>Debe ser irrevocable</p>,,
*,<p>Debe ser comunicada clara y detalladamente por escrito</p>,,
,Puede ser vaga en sus términos,,
,No necesita la intención de crear una relación legal,,
<p>Qué sucede si una aceptación modifica los términos de la oferta original?</p>,1,"one, shuffle","<p>Si una aceptación modifica los términos de la oferta original, se considera una contraoferta y no una aceptación. Esto reinicia el proceso de negociación. Referencia: Capítulo 5, página 5-2.</p>"
*,Se considera una contraoferta,,
,La aceptación es válida de todos modos,,
,La oferta original sigue en pie,,
,Se forma un contrato automáticamente,,
<p>Cuál de las siguientes afirmaciones sobre la aceptación es correcta?</p>,1,"one, shuffle","<p>La aceptación debe ser incondicional y coincidir con los términos de la oferta para formar un contrato válido. Debe ser comunicada de manera efectiva al oferente. Referencia: Capítulo 5, página 5-2.</p>"
,Debe incluir términos adicionales,,
